Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
3725 Cincinnati Avenue,"3725 Cincinnati Avenue, Rocklin, CA 95765",Rocklin,CA,United States,95765,Industrial,Warehouse,,No,Sacramento,Roseville,87000,SF,6/11/19,1,7.24,$,83.23,,B-,0.05218634,Green Street Market Estimate,No,,No,CBRE Group,CBRE Group,5.7,,0,1,,,,0.06,0.0592978,0.05780241,,,Yes,Dan Caputo Company,,,,,,,,4454,969419,7240896,7240896,111042,Industrial,3725 Cincinnati Avenue,6/4/19,1,,3725 Cincinnati Ave,BRIGGS DEVELOPMENT,,,,QUALIFIED JOAN Y F TRUST,,,,95765,83.5148,86702,,10509,1.0000004
150 Milford Road,"150 Milford Road, East Windsor, NJ 08520",East Windsor,NJ,United States,8520,Industrial,Warehouse,,No,New Jersey (Central),Princeton / Mercer,608000,SF,6/11/19,1,56.1,$,92.27,,A-,0.06,As Reported,No,,No,,CBRE Group,51.487,,0,1,,,1,0.045,0.04466767,0.04466767,,,Yes,Dermody Properties,,,,Conair Corp.,,,,4455,1402653,56100000,56100000,143276,Industrial,150 Milford Road,6/7/19,1,,150 Milford Rd,DERMODY PROPERTIES,,,,CONAIR,,,,8520,91.2195,615000,,15468,0.99999845
1520 Elm Hill Pike,"1520 Elm Hill Pike, Nashville, TN 37210",Nashville,TN,United States,37210,Industrial,Warehouse,Manufacturing / Heavy Industrial,No,Nashville,East,126000,SF,6/10/19,1,14.1,$,111.9,,C+,0.05736244,Green Street Market Estimate,No,,No,,Cushman & Wakefield,15.12,1,0,1,,,,0.061,0.06082398,0.06083412,,,Yes,StateStreet Group,,,,Cardinal Industrial,,,,4456,1402243,14100000,14100000,143235,Industrial,1520 Elm Hill Pike,6/10/19,1,,1520 Elm Hill Pike,STATE ST GROUP,,,,CARDINAL INDUSTRIAL,,,,37210,111.9048,126000,,15429,1.0000001
660 Mayhew Lake Road,"660 Mayhew Lake Road Northeast, St. Cloud, MN 56304",St. Cloud,MN,United States,56304,Industrial,Warehouse,,No,"St. Cloud, MN",,237000,SF,6/10/19,1,6.2,$,26.16,,,,,No,,No,CBRE Group,,,,0,,,,,,,,,,Yes,Platinum Technologies,,,,,,,,4457,970133,6200000,6200000,111098,Industrial,660 Mayhew Lake Road Northeast,6/10/19,1,,660 Mayhew Lake Rd NE,STEPHEN BUDD,,,,ALLAN L BEYER,,,,56379,26.0969,237576,,10558,0.9394187
1001-1043 North Lombard Road,"1001 North Lombard Road, Lombard, IL 60148",Lombard,IL,United States,60148,Industrial,Warehouse,,No,Chicago,Central DuPage,79000,SF,6/10/19,1,5.03,$,63.61,,B,0.04714951,Green Street Market Estimate,No,,No,,Transwestern,,,0,,,,,0.058,0.05661872,0.05380815,,,Yes,Venture One Real Estate,,,,,,,,4458,1405774,5008500,5008500,143562,Industrial,1001 North Lombard Road,6/24/19,1,,1001 N Lombard Rd,VENTURE ONE,KOVITZ INVESTMENT GROUP,,,PECORA FAMILIES LIMITED PARTNERSHIP,,,,60148,63.5097,78862,,15725,0.9462367
13626 Monte Vista Avenue,"13626 Monte Vista Avenue, Chino, CA 91710",Chino,CA,United States,91710,Industrial,Warehouse,,No,Inland Empire,Inland Empire-West,89000,SF,6/7/19,1,15.54,$,174.61,,A,0.03604298,Green Street Market Estimate,No,,No,,,,,0,,,,,0.04,0.03923996,0.03821009,,,Yes,Black Creek Industrial REIT 4,,,,,,,,4461,1403050,15539000,15539000,143323,Industrial,13626 Monte Vista Avenue,5/24/19,1,,13626 Monte Vista Ave,BLACK CREEK INDL REIT IV,,,,ROBERT MCCUBBIN,,,,91710,173.896,89358,,15512,1.0000002
111 Badger Lane,"111 Badger Lane, Statesville, NC 28625",Statesville,NC,United States,28625,Industrial,Warehouse,,No,Other,,301000,SF,6/7/19,1,18.75,$,62.29,,,,,No,,No,,Colliers,,,0,,,,,,,,,,Yes,W.P. Carey,,,,,,,,4462,41269,18750000,18750000,11692,Industrial,111 Badger Lane,6/7/19,1,,111 Badger Ln,WP CAREY REIT,,,,CCMP CAPITOL ADVISORS,,,,28625,59.528,314978,,954,0.9999994
7100 Fenwick Lane,"7100 Fenwick Lane, Westminster, CA 92683",Westminster,CA,United States,92683,Industrial,Warehouse,,No,Orange County,West County,267000,SF,6/7/19,1,44.02,$,164.87,,A,0.0348965,Green Street Market Estimate,No,,No,,JLL,3.1,,0,1,,,,0.043,0.04267969,0.04337413,,,Yes,Prologis,,,,,,,,4464,1404476,44020000,44020000,143457,Industrial,7130 Fenwick Lane,6/13/19,1,,7130 Fenwick Ln,PROLOGIS,,,,CMSS VENTURES,,,,92683,166.2092,264847,,15634,0.88086253
800 Research Drive,"800 Research Drive, Wilmington, MA 01887",Wilmington,MA,United States,1887,Industrial,Flex Industrial,,No,Boston,Route 3 North,51657,SF,6/6/19,1,6.94,$,134.31,,B+,,,No,,No,,,,,0,1,2022,,0.86,0.054,0.05394366,0.0538609,,,Yes,Novaya Real Estate Ventures,,,,,,,,4465,1407403,6938053,6938053,143792,Industrial,800 Research Drive,6/6/19,1,,800 Research Dr,NOVAYA VENTURES,AIG,,,WAKEFIELD INVESTMENT,,,,1887,158.6348,43736,,15953,1.0000004
1091 Industrial Road,"1091 Industrial Road, San Carlos, CA 94070",San Carlos,CA,United States,94070,Industrial,Warehouse,,No,San Francisco,Redwood City,38500,SF,6/5/19,1,15,$,389.61,,B+,0.03423819,Green Street Market Estimate,No,,No,,,,,0,,,,,0.052,0.05186146,0.04989065,,,Yes,Premia Capital,,,,,,,,4468,1202298,15000000,15000000,119387,Office,1091 Industrial,6/5/19,1,,1091 Industrial Rd,PREMIA CAPITAL,,,,BARRY SWENSON BUILDER,,,,94070,376.7235,39817,,11396,0.91506135
1300 Viele Avenue,"1300 Viele Avenue, Bronx, NY 10474",Bronx,NY,United States,10474,Industrial,Warehouse,,No,New York,Bronx County,120870,SF,6/5/19,1,70,$,579.13,,A,0.041,As Reported,No,,No,,Cushman & Wakefield,1.9152,,0,1,1972,,1,0.044,0.04500657,0.04609454,,,Yes,,,,,AEW Capital Management, MRP Realty,,,4471,37463,69875000,69875000,10578,Industrial,1300 Viele Avenue,6/1/19,1,,1300 Viele Ave,HOLTERBOSCH FAMILIES,,,,MRP REALTY,AEW,,,10474,578.1004,120870,,852,1.0000002
8820 Smith's Mill Road,"8820 Smith's Mill Road, New Albany, OH 43054",New Albany,OH,United States,43054,Industrial,Warehouse,,No,Columbus,Northeast,264000,SF,6/4/19,1,23.64,$,89.55,,B-,0.06133507,Green Street Market Estimate,No,,No,,,,,0,,2017,,,0.06,0.05963884,0.05705167,,,Yes,Dream Industrial REIT,,,,,,,,4472,912775,23800000,23800000,109000,Industrial,8820 Smiths Mill Road,6/4/19,1,,8820 Smiths Mill Rd,DREAM INDUSTRIAL REIT,,,,PIZZUTI,,,,43031,89.4737,266000,,10105,0.9720803
7909 South Chambers Road,"7909 South Chambers Road, Englewood, CO 80112",Englewood,CO,United States,80112,Industrial,Warehouse,Light Industrial,No,Denver,Southeast,52000,SF,6/4/19,1,12.38,$,237.98,,B-,0.04529472,Green Street Market Estimate,No,,No,,CBRE Group,7.9335,1,0,1,2018,,,0.057,0.05686605,0.05722629,,,Yes,,,,,Transwestern,,,,4474,564271,13750000,13750000,87317,Office,791 Chambers Road,6/21/19,1,,791 Chambers Rd,TETRAD PROPERTIES GROUP,,,,KELLY PHILLIPS HENRY,,,,80011,197.1496,69744,,7663,0.88206184
500 State Road,"500 State Road, Bensalem, PA 19020",Bensalem,PA,United States,19020,Industrial,Warehouse,Light Industrial,No,Philadelphia,Bucks County,82056,SF,6/1/19,1,6.2,$,75.56,,B+,,,No,,No,,,4.25206612,1,,,1974,,1,0.053,0.0529232,0.05405872,,,Yes,,,,,,,,,4481,166317,6200000,6200000,48972,Industrial,500 State Road,6/18/19,1,,500 State Rd,ONE LIBERTY PROPERTIES,,,,BURTON REAL ESTATE,,,,19020,73.505,84348,,4099,0.9999999
385 Franklin Avenue,"385 Franklin Avenue, Rockaway, NJ 07866",Rockaway,NJ,United States,7866,Industrial,Warehouse,Light Industrial,No,New Jersey (Northern),Morris,80797,SF,6/1/19,1,9.75,$,120.63,,A,0.0657,As Reported,No,,No,,,,,,1,1990,,1,0.042,0.04259429,0.04285066,,,Yes,,,,,,,,,4484,970248,9746500,9746500,111122,Industrial,385 Franklin Avenue,6/6/19,1,,385 Franklin Ave,385 FRANKLIN AVE,,,,FRANKLIN ASSOC,,,,7866,119.6491,81459,,10581,1.0000002
107 South Riverside Drive,"107 South Riverside Drive, Modesto, CA 95354",Modesto,CA,United States,95354,Industrial,Warehouse,,No,Oakland-East Bay,Modesto,181000,SF,6/1/19,1,9.08,$,50.14,,B+,0.04534262,Green Street Market Estimate,No,,No,,Newmark Group,,,0,,,,,0.048,0.05052598,0.05098428,,,Yes,,,,,,,,,4488,16331,9075000,9075000,4284,Industrial,107 South Riverside Drive,6/24/19,1,,107 S Riverside Dr,DAVIES TORRANCE TRUST,,,,THE PASKIN GROUP,,,,95354,50.0039,181486,,319,0.99999976
1901 Beggrow Street,"1901 Beggrow Street, Lockbourne, OH 43137",Lockbourne,OH,United States,43137,Industrial,Warehouse,,No,Columbus,South,802000,SF,6/1/19,1,53.2,$,66.33,,B-,0.0566,As Reported,No,,No,,CBRE Group,51.08,,0,1,,,1,0.06,0.06048987,0.06048987,,,Yes,Granite REIT,,,,Pizzuti Cos.,,,,4490,1406172,53200000,53200000,143597,Industrial,1901 Beggrow Street,5/23/19,1,,1901 Beggrow St,GRANITE REIT,,,,PIZZUTI,,,,43125,66.3019,802390,,15758,0.9999994
5101 Jeff Commerce Drive,"5101 Jeff Commerce Drive, Louisville, KY 40219",Louisville,KY,United States,40219,Industrial,Warehouse,Light Industrial,No,Louisville,South / Airport,210000,SF,5/31/19,1,17.85,$,85,,C,0.052,As Reported,No,,No,,,,1,,1,2017,,,0.061,0.06196553,0.06440603,,,Yes,,,,,,,,,4491,1402889,17800000,17800000,143311,Industrial,5101 Jeff Commerce Drive,5/24/19,1,,5101 Jeff Commerce Dr,STOLTZ REAL ESTATE PARTNERS,,,,THE SCHROERING,,,,40219,84.7619,210000,,15500,1.0000005
1601 Elm Hill Pike,"1601 Elm Hill Pike, Nashville, TN 37210",Nashville,TN,United States,37210,Industrial,Warehouse,,No,Nashville,East,100000,SF,5/31/19,1,8,$,80,,C+,0.05736244,Green Street Market Estimate,No,,No,,Avison Young,2.29,,0,,1974,,,0.061,0.06082398,0.06083412,,,Yes,,,,,,,,,4493,505241,8000000,8000000,82261,Industrial,1601 Elm Hill Pike,5/30/19,1,,1601 Elm Hill Pike,ONE LIBERTY PROPERTIES,,,,LONGPOINT REALTY PARTNERS,,,,37210,80,100000,1,7119,1.0000006
McKenzie Taxidermy Supply,"1910 Saint Lukes Church Road, Salisbury, NC 28146",Salisbury,NC,United States,28146,Industrial,Warehouse,,No,Other,,223000,SF,5/31/19,1,11.51,$,51.59,,,,,No,,No,,JLL,,,0,,,,,,,,,,Yes,STORE Capital Corp.,,,,,,,,4495,1445435,11505503,11505503,145624,Industrial,McKenzie Taxidermy Supply,5/28/19,1,,1910 St Lukes Church Rd,STORE CAPITAL (REIT),,,,LEVINE LEICHTMAN CAPITAL PARTNERS,,,,28146,80.1543,143542,,17619,1.0000002
4000 South Racine Avenue,"4000 South Racine Avenue, Chicago, IL 60609",Chicago,IL,United States,60609,Industrial,Warehouse,,No,Chicago,South,140000,SF,5/31/19,1,7.3,$,52.14,,B-,0.05022665,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0,,,,,0.058,0.05889938,0.06034175,,,Yes,,,,,KBT Trust,,,,4496,491226,7300000,7300000,80466,Industrial,South Racine Avenue 4000,5/30/19,1,,4000 S Racine Ave,VENTURE ONE,,,,KARYN LISS BRUCE SALTZBERG TERRY SALTZBERG,,,,60609,52.1429,140000,,6852,0.9291886
1924 County Road 3000 N,"1924 County Road 3000 North, Rantoul, IL 61866",Rantoul,IL,United States,61866,Industrial,Warehouse,,No,"Decatur, IL",,304000,SF,5/31/19,1,7.2,$,23.68,,,,,No,,No,,Newmark Group,,,0,,,,,,,,,,Yes,Triyar Capital,,,,Briar Meads Capital,,,,4498,1404102,7200000,7200000,143424,Industrial,1924 County Road 3000 North,5/31/19,1,,1924 County Rd 3000 N,STOCKDALE CAPITAL PARTNERS,,,,BRIAR MEADS CAPITAL,,,,61866,23.6978,303826,,15603,0.9641192
100 Commercial Street,"100 Commercial Street, Mineral Wells, WV 26150",Mineral Wells,WV,United States,26150,Industrial,Warehouse,,No,"Parkersburg-Vienna, WV",,169788,SF,5/31/19,1,12.9,$,75.98,,,0.0841,As Reported,No,,No,,CBRE Group,,,0,,,,,,,,,,Yes,,,,,,,,,4501,1404715,12900000,12900000,143474,Industrial,100 Commercial Street,6/4/19,1,,100 Commercial St,PAM JOY REALTY,,,,MSF ESTRELLA PROPERTIES,,,,26150,74.434,173308,,15649,0.99999976
1382 Bell Avenue,"1382 Bell Avenue, Tustin, CA 92780",Tustin,CA,United States,92780,Industrial,Warehouse,,No,Orange County,Airport,120000,SF,5/31/19,1,25.09,$,209.04,,A,0.0359504,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0,,,,,0.043,0.04283372,0.04337413,,,Yes,,,,,,,,,4504,1276651,25085000,25085000,129930,Industrial,1382 Bell Avenue,5/24/19,1,,1382 Bell Ave,GEM REALTY,,,,MIRKIN LIVING TRUST,,,,92780,209.0417,120000,,12401,1.000001
12 Industrial Road,"12 Industrial Road, Milford, MA 01757",Milford,MA,United States,1757,Industrial,Warehouse,Bulk Distribution,No,Boston,Worcester,327000,SF,5/31/19,1,33.6,$,102.75,,B+,0.055,As Reported,No,,No,,Newmark Group,38.78999082,2,0,,2000,,0.94,0.054,0.05430567,0.0538609,,,Yes,Cabot Properties,,,,Colony Capital,,,,4505,1402308,33600000,33600000,143238,Industrial,12 Industrial Road,5/31/19,1,,12 Industrial Rd,CABOT PROPERTIES,,,,COLONY CAPITAL (REIT),,,,1757,102.6779,327237,,15432,0.99999976
500 Bayview Avenue,"500 Bayview Avenue, Staten Island, NY 10309",Staten Island,NY,United States,10309,Industrial,Warehouse,,No,New York,Staten Island,50000,SF,5/29/19,1,6.2,$,124,,A+,0.04177845,Green Street Market Estimate,No,,No,,CBRE Group,,,0,,,,,0.044,0.04366964,0.04350515,,,Yes,,,,,,,,,4514,1405978,6200000,6200000,143577,Industrial,500 Bayview Avenue,5/29/19,1,,500 Bayview Ave,NORTHBRIDGE PARTNERS,,,,SIGNAL TRANSFORMER,,,,11096,155.8768,39775,,15739,1
355-367 Adrian Road,"355 Adrian Road, Millbrae, CA 94030",Millbrae,CA,United States,94030,Industrial,Warehouse,,No,San Francisco,San Mateo,36550,SF,5/29/19,1,13,$,355.68,,B+,0.03152357,Green Street Market Estimate,No,,No,CBRE Group,CBRE Group,1.7362,,0,1,,,,0.052,0.04996282,0.04989065,,,Yes,Real Property Investors,,,,,,,,4515,1402743,13000000,13000000,143283,Industrial,355 Adrian Road,5/16/19,1,,355 Adrian Rd,ADRIAN RD INNOVATION,,,,HANSEN JOHN N III TRUST,,,,94030,355.6772,36550,,15474,0.9379005
Bridge Point Riverbend,"201 Northwest 22nd Avenue, Fort Lauderdale, FL 33311",Fort Lauderdale,FL,United States,33311,Industrial,Warehouse,,No,Fort Lauderdale,Central Broward,221815,SF,5/29/19,1,38.22,$,172.29,,A-,0.04728165,Green Street Market Estimate,No,,No,,CBRE Group,12.0449,,0,1,,,,0.044,0.04457184,0.04467455,,,Yes,ASB Capital Management,,,,Bridge Development Partners,,,,4516,1290846,38215638.24,38215638.24,131619,Industrial,Bridge Point Riverbend,5/28/19,1,,2201 W Broward Blvd,ASB REAL ESTATE INVESTMENT,,,,BRIDGE DEVELOPMENT PARTNERS,AKARD ST PARTNERS,BANNER OAK CAPITAL PARTNERS,ELION PARTNERS,33312,172.4984,221542,,12586,0.9999995
3737 South Midco Street,"3737 South Midco Street, Wichita, KS 67215",Wichita,KS,United States,67215,Industrial,Warehouse,Manufacturing / Heavy Industrial,No,Wichita,,74000,SF,5/28/19,1,5.65,$,76.35,,,0.0834731,Trailing 12 months,No,,No,,NAI Global,,,0,,2001,,1,,,,,,Yes,,,,,C-III Asset Management,,,,4521,138577,10182019.2,10182019.2,40718,Industrial,3737 Midco Street,5/28/19,1,,3737 S Midco St,STOCKDALE CAPITAL PARTNERS,,,,PNC FINANCIAL SERVICES,JPMCC 2006 CIBC16,,,67215,138.08,73740,,3370,0.92332923
2135 B Avenue,"2135 B Avenue, Victor, IA 52347",Victor,IA,United States,52347,Industrial,Warehouse,,No,Other,,153000,SF,5/24/19,1,6.72,$,43.94,,,0.085,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0,,,,,,,,,,Yes,,,,,,,,,4524,87254,6723000,6723000,25568,Industrial,2135 B Ave,5/24/19,1,,2135 B Ave,AGRACEL,,,,RBI REALTY HOLDING,,,,52347,43.9067,153120,,2121,0.97949976
4250 Town Center Boulevard,"4250 Town Center Boulevard, El Dorado Hills, CA 95762",El Dorado Hills,CA,United States,95762,Industrial,Warehouse,Manufacturing / Heavy Industrial,No,Other,,89000,SF,5/24/19,1,6.35,$,71.35,,,,,No,,No,Newmark Group,Newmark Group,,,0,,,,,,,,,,Yes,Superior Self Storage,,,,,,,,4525,1405698,6349999.86,6349999.86,143558,Industrial,4250 Town Center Boulevard,5/16/19,1,,4250 Town Center Blvd,DIANE FOX,ERIK PILEGUARD,,,TPC VPD VENTURE 1,,,,95762,71.3483,89000,,15722,0.9999995
845 1st Street,"845 1st Street, Secaucus, NJ 07094",Secaucus,NJ,United States,7094,Industrial,Warehouse,Light Industrial,No,New Jersey (Northern),Hudson Waterfront,38000,SF,5/23/19,1,5,$,131.58,,A+,,,No,,No,,,1.317,,,1,1965,,,0.042,0.04068818,0.04041865,,,Yes,,,,,,,,,4528,1369945,5000000,5000000,139979,Industrial,845 1st Street,5/23/19,1,,845 1st St,HSIN A CHOU JONATHAN CHOU,,,,TAK GROUP OF,,,,7094,131.5097,38020,,13422,1.0000002
9101 Minor Lane,"9101 Minor Lane, Louisville, KY 40219",Louisville,KY,United States,40219,Industrial,Warehouse,Bulk Distribution,No,Louisville,South / Airport,327000,SF,5/23/19,1,24.5,$,74.92,,C,0.0517,As Reported,No,,No,,,21.1399908,,0,1,2017,,1,0.061,0.06196553,0.06440603,,,Yes,,,,,,,,,4531,1318649,24500000,24500000,134329,Industrial,9101 Minor Lane,5/29/19,1,,9101 Minor Ln,INTERNATIONAL AIRPORT CENTERS,,,,KELLEY CONSTRUCTION,,,,40219,75.524,324400,,12931,0.9999991
Interstate Commerce Park,"101 East Carteret Street, Greensboro, NC 27406",Greensboro,NC,United States,27406,Industrial,Warehouse,,No,Greensboro / Winston-Salem,,218537,SF,5/23/19,1,7.8,$,35.69,,,,,No,,No,,,,,0,,,,,,,,,,Yes,CIP Real Estate,,,,,,,,4532,18711,7800000,7800000,5018,Industrial,Interstate Commerce Park,5/31/19,1,,110 E Meadowview Rd,CIP REAL ESTATE,,,,ANTHONY AND,,,,27406,37.1171,210146,,385,0.99999976
64 Jackson Road,"64 Jackson Road, Devens, MA 01434",Devens,MA,United States,1434,Industrial,Warehouse,,No,Boston,Route 3 North,355000,SF,5/23/19,1,36.7,$,103.38,,B+,0.05771536,Green Street Market Estimate,No,,No,,Newmark Group,,,0,,,,,0.054,0.05394366,0.0538609,,,Yes,Seyon Group,,,,GFI Partners,,,,4535,1407546,36700000,36700000,143813,Industrial,64 Jackson Road,5/23/19,1,,64 Jackson Rd,THE SEYON GROUP,,,,GFI PARTNERS,,,,1434,103.3803,355000,,15972,1.0000001
2801 Reddog Drive,"2801 Reddog Drive, Knoxville, TN 37914",Knoxville,TN,United States,37914,Industrial,Warehouse,Bulk Distribution,No,Knoxville,,198010,SF,5/22/19,1,7.07,$,35.71,,,,,No,,No,,,16.13,,,1,1974,,,,,,,,Yes,,,,,,,,,4536,772027,7070000,7070000,97929,Industrial,2801 Red Dog Drive,5/31/19,1,,2801 Red Dog Dr,SUMMERSTONE KNOXVILLE,,,,BIKE PLACE I GP SFJ,,,,37914,34.9669,202191,,8879,0.8867713
Eaton Corporation,"8022 Southpark Circle, Littleton, CO 80120",Littleton,CO,United States,80120,Industrial,Warehouse,,Yes,Denver,Southwest,42000,SF,5/22/19,1,7.2,$,171.43,,B-,0.075,As Reported,No,,No,Goodman Real Estate,Marcus & Millichap IPA,3.9259,,0,1,,,,0.057,0.05684257,0.05722629,,,Yes,,,,,,,,,4537,213280,7200000,7200000,63090,Industrial,Eaton Corporation,5/22/19,1,,8022 Southpark Cir,MIDDLETON PROPERTIES,,,,JEFF CARTER DANNY NEWBERRY,,,,80120,169.8915,42380,3,5327,1.0000001
8251 Telegraph Road,"8251 Telegraph Road, Odenton, MD 21113",Odenton,MD,United States,21113,Industrial,Warehouse,,No,Baltimore,Annapolis / Crofton,57550,SF,5/22/19,1,8.55,$,148.57,,B+,0.04926118,Green Street Market Estimate,No,,No,,Newmark Group,4.35,,0,1,2006,,1,0.052,0.0520127,0.0501861,,,Yes,,,,,,,,,4540,962182,8550000,8550000,110903,Industrial,8251 Telegraph Road,5/22/19,1,,8251 Telegraph Rd,KKR,,,,THE HOGAN,,,,21113,149.8948,57040,,10413,0.9999999
Altamonte Commerce Center,"217 Altamonte Commerce Boulevard, Altamonte Springs, FL 32714",Altamonte Springs,FL,United States,32714,Industrial,Warehouse,,No,Orlando,Seminole,186000,SF,5/21/19,1,14.85,$,79.84,,B,0.05618085,Green Street Market Estimate,No,,No,,CBRE Group,,,0,,,,,0.054,0.05471633,0.0550097,,,Yes,SunCap Property Group,,,,Eastgroup Properties,,,,4544,501437,14850000,14850000,81773,Industrial,Altamonte Commerce Center I,5/20/19,1,,658 Douglas Ave,SUNCAP REAL ESTATE INVESTMENT,,,,EASTGROUP PROPERTIES,,,,32714,80.2703,185000,,7051,0.9617157
5950-5960 Corvette Street,"5950 Corvette Street, Commerce, CA 90040",Commerce,CA,United States,90040,Industrial,Warehouse,,No,Los Angeles,Commerce / Vernon,50000,SF,5/21/19,1,10.6,$,212,,A++,0.03698291,Green Street Market Estimate,No,,No,,CBRE Group,,,0,,,,,0.041,0.04087638,0.03999048,,,Yes,,,,,,,,,4546,1403750,10600000,10600000,143395,Industrial,5950 Corvette Street,5/21/19,1,,5950 Corvette St,CRAIG REALTY GROUP,,,,DONNA R MELLOS,,,,90040,214.4447,49430,,15575,0.95113885
4343 Wyoming Avenue,"4343 Wyoming Avenue, Dearborn, MI 48126",Dearborn,MI,United States,48126,Industrial,Warehouse,Light Industrial,No,Detroit,Airport,220000,SF,5/20/19,1,16.7,$,75.9,,C+,0.07143591,Green Street Market Estimate,No,,No,,,19.2,1,,1,1959,2016,1,0.067,0.0641054,0.07011204,,,Yes,,,,,,,,,4552,1371004,16698000,16698000,140100,Industrial,4343 Wyoming Avenue,5/31/19,1,,4343 Wyoming Ave,GLOBAL NET LEASE,,,,UNION PARTNERS I,,,,48126,75.9,220000,,13433,0.9999994
Serta Distribution Center,"1680 Carillon Boulevard, Cincinnati, OH 45240",Cincinnati,OH,United States,45240,Industrial,Warehouse,,No,Cincinnati,Tri-County,150000,SF,5/20/19,1,8.09,$,53.91,,B-,0.05930824,Green Street Market Estimate,No,,No,CBRE Group,CBRE Group,15.254,,0,1,,,,0.061,0.06219698,0.06226289,,,Yes,Becknell Industrial,,,,,,,,4556,617318,8087040,8087040,91263,Industrial,Serta Distribution Center,5/15/19,1,,1680 Carillon Blvd,COPART,,,,BECKNELL INDUSTRIAL,,,,45240,54,149760,,8145,0.99999994
414 Crocker Street,"414 Crocker Street, Los Angeles, CA 90013",Los Angeles,CA,United States,90013,Industrial,Warehouse,,No,Los Angeles,Commerce / Vernon,38000,SF,5/17/19,1,8.45,$,222.37,,A++,0.03593792,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0,,,,,0.041,0.04087638,0.03999048,,,Yes,Little Tokyo Service Center,,,,,,,,4559,1400738,8450000,8450000,143046,Industrial,414 Crocker Street,5/17/19,1,,414 Crocker St,LTSC,,,,HAMASHO,,,,90013,272.1592,31048,,15249,1.0000006
5725 Eastgate Drive,"5725 Eastgate Drive, San Diego, CA 92121",San Diego,CA,United States,92121,Industrial,Warehouse,Light Industrial,No,San Diego,Central County,28000,SF,5/17/19,1,8.15,$,291.07,,B+,0.062,As Reported,No,,No,CBRE Group,,,1,0,,,,,0.053,0.05285849,0.05384245,,,Yes,Rexford Industrial Realty,,,,Valley Investment Services,,,,4560,1410416,8166666.667,8166666.667,144149,Industrial,5725 Eastgate Drive,5/17/19,1,,5725 Eastgate Dr,REXFORD INDUSTRIAL REIT,,,,VALLEY INVESTMENT SERVICES,,,,92121,299.4964,27268,,16279,1.0000008
737 Lairport Street,"737 Lairport Street, El Segundo, CA 90245",El Segundo,CA,United States,90245,Industrial,Warehouse,,No,Los Angeles,South Bay,17000,SF,5/17/19,1,7.79,$,458.2,,A++,0.03593792,Green Street Market Estimate,No,,No,,Kidder Mathews,0.6555,,0,1,,,,0.041,0.04070194,0.03999048,,,Yes,,,,,,,,,4561,1164071,7789445,7789445,114285,Industrial,737 Lairport Street,4/30/19,1,,737 Lairport St,737PORT,,,,DEMPSEY FAMILIES TRUST,,,,90245,459.9613,16935,,10960,0.9999995
4142 Rider Trail N,"4142 Rider Trail North, Earth City, MO 63045",Earth City,MO,United States,63045,Industrial,Warehouse,,No,St. Louis,Earth City,200000,SF,5/16/19,1,,,,,C+,,,Yes,,No,,Newmark Group,,,0,,,,,0.066,0.06622765,0.06705425,,,Yes,Diamond Properties,,,,Colony Capital,,,,4565,780932,7035286.496,7035286.496,98262,Industrial,4142 Rider Trail North,5/8/19,1,,4142 Rider Trl S,DIAMOND PROPERTIES,,,,COLONY CAPITAL (REIT),,,,63045,34.3193,204995,,8927,0.9589473
9906 Fallard Court,"9906 Fallard Court, Upper Marlboro, MD 20772",Upper Marlboro,MD,United States,20772,Industrial,Warehouse,,No,Other,,224000,SF,5/16/19,1,20.8,$,92.86,,,,,No,,No,,Cushman & Wakefield,,,0,,1991,,,,,,,,Yes,High Street Realty,,,,,,,,4566,233335,20800000,20800000,69182,Industrial,9906 Fallard Court,5/16/19,1,,9906 Fallard Ct,HIGH ST (HSLP),,,,WESTERN EXPRESS MOVING AND STORAGE CHRIS GEORGAKOPOULOS,,,,20772,92.5193,224818,,5833,1.0000005
